Date,Mass balance (Gt/yr),Mass balance uncertainty (Gt/yr),Cumulative mass balance anomaly (Gt),Cumulative mass balance anomaly uncertainty (Gt),Surface mass balance anomaly (Gt/yr),Surface mass balance anomaly uncertainty (Gt/yr),Cumulative surface mass balance anomaly (Gt),Cumulative surface mass balance anomaly uncertainty (Gt),Dynamics mass balance anomaly (Gt/yr),Dynamics mass balance anomaly uncertainty (Gt/yr),Cumulative dynamics mass balance anomaly (Gt),Cumulative dynamics mass balance anomaly uncertainty (Gt)
01/07/2011,-419.1938998,57.9756583,-3392.710938,420.4671604,-218.9106445,65.14207458,-797.6784372,418.2198005,-200.2832553,87.20474091,-2595.032501,593.0433664
01/08/2011,-419.1938998,57.9756583,-3427.643763,420.8001082,-218.9106445,65.14207458,-815.9209909,418.6423601,-200.2832553,87.20474091,-2611.722772,593.5774227
01/09/2011,-419.1938998,57.9756583,-3462.576588,421.1327927,-218.9106445,65.14207458,-834.1635446,419.0644937,-200.2832553,87.20474091,-2628.413044,594.1109989
01/10/2011,-419.1938998,57.9756583,-3497.509413,421.4652147,-218.9106445,65.14207458,-852.4060983,419.4862024,-200.2832553,87.20474091,-2645.103315,594.6440963
01/11/2011,-419.1938998,57.9756583,-3532.442238,421.7973747,-218.9106445,65.14207458,-870.6486521,419.9074877,-200.2832553,87.20474091,-2661.793586,595.1767162
01/12/2011,-419.1938998,57.9756583,-3567.375063,422.1292733,-218.9574425,65.16749155,-888.8951056,420.328679,-200.2364573,87.22372905,-2678.479958,595.7090916
01/01/2012,-350.8501836,58.36667627,-3596.612579,422.465398,-312.0427856,115.7240982,-914.8986711,421.6541284,-38.80739794,129.6099371,-2681.713908,596.8829169
01/02/2012,-350.8501836,58.36667627,-3625.850094,422.8012554,-312.0427856,115.7240982,-940.9022365,422.9754244,-38.80739794,129.6099371,-2684.947857,598.0544383
01/03/2012,-350.8501836,58.36667627,-3655.087609,423.1368462,-312.0427856,115.7240982,-966.905802,424.2926057,-38.80739794,129.6099371,-2688.181807,599.2236693
01/04/2012,-350.8501836,58.36667627,-3684.325125,423.4721711,-312.0427856,115.7240982,-992.9093675,425.6057105,-38.80739794,129.6099371,-2691.415757,600.3906233
01/05/2012,-350.8501836,58.36667627,-3713.56264,423.8072307,-312.0427856,115.7240982,-1018.912933,426.9147766,-38.80739794,129.6099371,-2694.649707,601.5553136
01/06/2012,-350.8501836,58.36667627,-3742.800155,424.1420256,-312.0427856,115.7240982,-1044.916498,428.2198408,-38.80739794,129.6099371,-2697.883657,602.7177532
01/07/2012,-350.8501836,58.36667627,-3772.03767,424.4765565,-312.0427856,115.7240982,-1070.920064,429.5209398,-38.80739794,129.6099371,-2701.117607,603.8779551
01/08/2012,-350.8501836,58.36667627,-3801.275186,424.8108239,-312.0427856,115.7240982,-1096.923629,430.8181093,-38.80739794,129.6099371,-2704.351556,605.0359323
01/09/2012,-350.8501836,58.36667627,-3830.512701,425.1448284,-312.0427856,115.7240982,-1122.927195,432.1113849,-38.80739794,129.6099371,-2707.585506,606.1916975
01/10/2012,-350.8501836,58.36667627,-3859.750216,425.4785708,-312.0427856,115.7240982,-1148.93076,433.4008013,-38.80739794,129.6099371,-2710.819456,607.3452632
01/11/2012,-350.8501836,58.36667627,-3888.987732,425.8120516,-312.0427856,115.7240982,-1174.934326,434.6863929,-38.80739794,129.6099371,-2714.053406,608.4966421
01/12/2012,-350.8501836,58.36667627,-3918.225247,426.1452715,-311.8849005,115.6959879,-1200.924734,435.9675718,-38.96528306,129.5848391,-2717.300513,609.6454019
01/01/2013,-240.0329691,57.30945757,-3938.227994,426.4662827,1.939331055,59.82184982,-1200.763123,436.3094599,-241.9723001,82.84339227,-2737.464871,610.1142803
01/02/2013,-240.0329691,57.30945757,-3958.230742,426.7870524,1.939331055,59.82184982,-1200.601512,436.6510803,-241.9723001,82.84339227,-2757.629229,610.5827987
01/03/2013,-240.0329691,57.30945757,-3978.233489,427.1075812,1.939331055,59.82184982,-1200.439901,436.9924337,-241.9723001,82.84339227,-2777.793588,611.0509578
01/04/2013,-240.0329691,57.30945757,-3998.236237,427.4278697,1.939331055,59.82184982,-1200.27829,437.3335206,-241.9723001,82.84339227,-2797.957946,611.5187585
01/05/2013,-240.0329691,57.30945757,-4018.238984,427.7479183,1.939331055,59.82184982,-1200.11668,437.6743418,-241.9723001,82.84339227,-2818.122305,611.9862017
01/06/2013,-240.0329691,57.30945757,-4038.241731,428.0677276,1.939331055,59.82184982,-1199.955069,438.0148977,-241.9723001,82.84339227,-2838.286663,612.453288
01/07/2013,-240.0329691,57.30945757,-4058.244479,428.3872982,1.939331055,59.82184982,-1199.793458,438.355189,-241.9723001,82.84339227,-2858.451021,612.9200184
01/08/2013,-240.0329691,57.30945757,-4078.247226,428.7066306,1.939331055,59.82184982,-1199.631847,438.6952164,-241.9723001,82.84339227,-2878.61538,613.3863937
01/09/2013,-240.0329691,57.30945757,-4098.249974,429.0257253,1.939331055,59.82184982,-1199.470236,439.0349804,-241.9723001,82.84339227,-2898.779738,613.8524147
01/10/2013,-240.0329691,57.30945757,-4118.252721,429.3445828,1.939331055,59.82184982,-1199.308625,439.3744817,-241.9723001,82.84339227,-2918.944096,614.3180821
01/11/2013,-240.0329691,57.30945757,-4138.255469,429.6632037,1.939331055,59.82184982,-1199.147014,439.7137209,-241.9723001,82.84339227,-2939.108455,614.7833968
01/12/2013,-240.0329691,57.30945757,-4158.258216,429.9815885,1.889405242,59.8215221,-1198.989564,440.0526948,-241.9223743,82.84315562,-2959.268652,615.2483569
01/01/2014,-175.7764463,53.18417153,-4172.906253,430.2555978,-97.27633667,59.17057419,-1207.095925,440.3840793,-78.50010966,79.55949316,-2965.810328,615.6768769
01/02/2014,-175.7764463,53.18417153,-4187.55429,430.5294328,-97.27633667,59.17057419,-1215.202286,440.7152146,-78.50010966,79.55949316,-2972.352004,616.1050989
01/03/2014,-175.7764463,53.18417153,-4202.202328,430.8030937,-97.27633667,59.17057419,-1223.308648,441.0461013,-78.50010966,79.55949316,-2978.89368,616.5330234
01/04/2014,-175.7764463,53.18417153,-4216.850365,431.0765808,-97.27633667,59.17057419,-1231.415009,441.3767399,-78.50010966,79.55949316,-2985.435356,616.9606512
01/05/2014,-175.7764463,53.18417153,-4231.498402,431.3498946,-97.27633667,59.17057419,-1239.521371,441.7071311,-78.50010966,79.55949316,-2991.977031,617.3879827
01/06/2014,-175.7764463,53.18417153,-4246.146439,431.6230352,-97.27633667,59.17057419,-1247.627732,442.0372753,-78.50010966,79.55949316,-2998.518707,617.8150187
01/07/2014,-175.7764463,53.18417153,-4260.794476,431.8960032,-97.27633667,59.17057419,-1255.734093,442.3671731,-78.50010966,79.55949316,-3005.060383,618.2417597
01/08/2014,-175.7764463,53.18417153,-4275.442514,432.1687987,-97.27633667,59.17057419,-1263.840455,442.696825,-78.50010966,79.55949316,-3011.602059,618.6682063
01/09/2014,-175.7764463,53.18417153,-4290.090551,432.4414222,-97.27633667,59.17057419,-1271.946816,443.0262317,-78.50010966,79.55949316,-3018.143735,619.0943592
01/10/2014,-175.7764463,53.18417153,-4304.738588,432.7138739,-97.27633667,59.17057419,-1280.053177,443.3553936,-78.50010966,79.55949316,-3024.68541,619.5202189
01/11/2014,-175.7764463,53.18417153,-4319.386625,432.9861541,-97.27633667,59.17057419,-1288.159539,443.6843113,-78.50010966,79.55949316,-3031.227086,619.9457862
01/12/2014,-175.7764463,53.18417153,-4334.034662,433.2582632,-97.27756838,59.19214536,-1296.266003,444.013225,-78.49887795,79.57553753,-3037.768659,620.3712329
01/01/2015,-218.5315091,55.11501579,-4352.245621,433.5502986,-99.72232056,102.0077133,-1304.576196,444.9886236,-118.8091885,115.9449807,-3047.669425,621.2734797
01/02/2015,-218.5315091,55.11501579,-4370.456581,433.8421374,-99.72232056,102.0077133,-1312.88639,445.9618888,-118.8091885,115.9449807,-3057.570191,622.1744181
01/03/2015,-218.5315091,55.11501579,-4388.66754,434.13378,-99.72232056,102.0077133,-1321.196583,446.9330347,-118.8091885,115.9449807,-3067.470957,623.0740537
01/04/2015,-218.5315091,55.11501579,-4406.878499,434.4252268,-99.72232056,102.0077133,-1329.506776,447.9020748,-118.8091885,115.9449807,-3077.371722,623.9723923
01/05/2015,-218.5315091,55.11501579,-4425.089458,434.7164782,-99.72232056,102.0077133,-1337.81697,448.869023,-118.8091885,115.9449807,-3087.272488,624.8694393
01/06/2015,-218.5315091,55.11501579,-4443.300417,435.0075346,-99.72232056,102.0077133,-1346.127163,449.8338926,-118.8091885,115.9449807,-3097.173254,625.7652005
01/07/2015,-219.6469649,56.94600018,-4461.604331,435.318036,-99.72232056,102.0077133,-1354.437357,450.7966971,-119.9246443,116.8264547,-3107.166974,626.6733236
01/08/2015,-219.6469649,56.94600018,-4479.908244,435.628316,-99.72232056,102.0077133,-1362.74755,451.7574496,-119.9246443,116.8264547,-3117.160694,627.5801327
01/09/2015,-219.6469649,56.94600018,-4498.212158,435.9383752,-99.72232056,102.0077133,-1371.057743,452.7161632,-119.9246443,116.8264547,-3127.154415,628.4856334
01/10/2015,-219.6469649,56.94600018,-4516.516072,436.248214,-99.72232056,102.0077133,-1379.367937,453.6728509,-119.9246443,116.8264547,-3137.148135,629.3898314
01/11/2015,-219.6469649,56.94600018,-4534.819986,436.5578329,-99.72232056,102.0077133,-1387.67813,454.6275253,-119.9246443,116.8264547,-3147.141856,630.2927322
01/12/2015,-219.6469649,56.94600018,-4553.123899,436.8672324,-99.7505255,101.9937742,-1395.990674,455.5799392,-119.8964394,116.8142839,-3157.133226,631.1941537
01/01/2016,-188.3082973,59.45876223,-4568.816257,437.2042895,-155.6934052,74.34638977,-1408.965124,456.0851855,-32.61489217,95.19837224,-3159.851133,631.7921234
01/02/2016,-188.3082973,59.45876223,-4584.508616,437.541087,-155.6934052,74.34638977,-1421.939575,456.5898728,-32.61489217,95.19837224,-3162.569041,632.3895277
01/03/2016,-188.3082973,59.45876223,-4600.200974,437.8776254,-155.6934052,74.34638977,-1434.914025,457.0940028,-32.61489217,95.19837224,-3165.286949,632.9863682
01/04/2016,-188.3082973,59.45876223,-4615.893332,438.2139054,-155.6934052,74.34638977,-1447.888476,457.5975775,-32.61489217,95.19837224,-3168.004856,633.5826464
01/05/2016,-188.3082973,59.45876223,-4631.58569,438.5499275,-155.6934052,74.34638977,-1460.862926,458.1005986,-32.61489217,95.19837224,-3170.722764,634.178364
01/06/2016,-188.3082973,59.45876223,-4647.278048,438.8856924,-155.6934052,74.34638977,-1473.837376,458.6030679,-32.61489217,95.19837224,-3173.440672,634.7735225
01/07/2016,-188.3082973,59.45876223,-4662.970406,439.2212006,-155.6934052,74.34638977,-1486.811827,459.1049873,-32.61489217,95.19837224,-3176.158579,635.3681235
01/08/2016,-188.3082973,59.45876223,-4678.662764,439.5564527,-155.6934052,74.34638977,-1499.786277,459.6063586,-32.61489217,95.19837224,-3178.876487,635.9621687
01/09/2016,-188.3082973,59.45876223,-4694.355122,439.8914492,-155.6934052,74.34638977,-1512.760728,460.1071836,-32.61489217,95.19837224,-3181.594395,636.5556594
01/10/2016,-188.3082973,59.45876223,-4710.04748,440.2261909,-155.6934052,74.34638977,-1525.735178,460.607464,-32.61489217,95.19837224,-3184.312302,637.1485973
01/11/2016,-188.3082973,59.45876223,-4725.739839,440.5606782,-155.6934052,74.34638977,-1538.709629,461.1072016,-32.61489217,95.19837224,-3187.03021,637.7409839
01/12/2016,-188.3082973,59.45876223,-4741.432197,440.8949118,-155.601076,74.33219965,-1551.676385,461.6062077,-32.70722135,95.1872907,-3189.755812,638.3326831
01/01/2017,-121.3378358,55.41788788,-4751.543683,441.1850539,27.39868164,46.20687866,-1549.393161,461.7988891,-148.7365175,72.15412624,-3202.150522,638.6724245
01/02/2017,-121.3378358,55.41788788,-4761.655169,441.4750053,27.39868164,46.20687866,-1547.109938,461.9914902,-148.7365175,72.15412624,-3214.545231,639.0119853
01/03/2017,-121.3378358,55.41788788,-4771.766656,441.7647664,27.39868164,46.20687866,-1544.826715,462.1840109,-148.7365175,72.15412624,-3226.939941,639.3513657
01/04/2017,-121.3378358,55.41788788,-4781.878142,442.0543376,27.39868164,46.20687866,-1542.543491,462.3764515,-148.7365175,72.15412624,-3239.334651,639.6905661
01/05/2017,-121.3378358,55.41788788,-4791.989628,442.3437192,27.39868164,46.20687866,-1540.260268,462.5688121,-148.7365175,72.15412624,-3251.729361,640.0295867
01/06/2017,-121.3378358,55.41788788,-4802.101115,442.6329116,27.39868164,46.20687866,-1537.977044,462.7610927,-148.7365175,72.15412624,-3264.124071,640.3684278
01/07/2017,-121.3378358,55.41788788,-4812.212601,442.9219152,27.39868164,46.20687866,-1535.693821,462.9532934,-148.7365175,72.15412624,-3276.51878,640.7070897
01/08/2017,-121.3378358,55.41788788,-4822.324087,443.2107304,27.39868164,46.20687866,-1533.410597,463.1454143,-148.7365175,72.15412624,-3288.91349,641.0455728
01/09/2017,-121.3378358,55.41788788,-4832.435574,443.4993575,27.39868164,46.20687866,-1531.127374,463.3374556,-148.7365175,72.15412624,-3301.3082,641.3838771
01/10/2017,-121.3378358,55.41788788,-4842.54706,443.7877968,27.39868164,46.20687866,-1528.84415,463.5294174,-148.7365175,72.15412624,-3313.70291,641.7220032
01/11/2017,-121.3378358,55.41788788,-4852.658546,444.0760488,27.39868164,46.20687866,-1526.560927,463.7212997,-148.7365175,72.15412624,-3326.097619,642.0599512
01/12/2017,-121.3378358,55.41788788,-4862.770033,444.3641138,27.38417429,46.21344724,-1524.278912,463.9131571,-148.7220101,72.15833288,-3338.49112,642.3977607
01/01/2018,-206.8452267,56.00317997,-4880.007135,444.6581031,-1.34954834,59.22337723,-1524.391375,464.2280704,-205.4956783,81.50929136,-3355.61576,642.8285386
01/02/2018,-206.8452267,56.00317997,-4897.244237,444.9518982,-1.34954834,59.22337723,-1524.503837,464.5427703,-205.4956783,81.50929136,-3372.7404,643.259028
01/03/2018,-206.8452267,56.00317997,-4914.481339,445.2454994,-1.34954834,59.22337723,-1524.616299,464.8572571,-205.4956783,81.50929136,-3389.86504,643.6892295
01/04/2018,-206.8452267,56.00317997,-4931.718441,445.5389071,-1.34954834,59.22337723,-1524.728762,465.1715313,-205.4956783,81.50929136,-3406.98968,644.1191437
01/05/2018,-206.8452267,56.00317997,-4948.955544,445.8321217,-1.34954834,59.22337723,-1524.841224,465.4855933,-205.4956783,81.50929136,-3424.11432,644.5487711
01/06/2018,-208.3146121,57.00717978,-4966.315095,446.1357406,-1.34954834,59.22337723,-1524.953686,465.7994435,-206.9650637,82.20235371,-3441.361408,644.9854422
01/07/2018,-208.3146121,57.00717978,-4983.674646,446.4391529,-1.34954834,59.22337723,-1525.066149,466.1130825,-206.9650637,82.20235371,-3458.608497,645.4218178
01/08/2018,-208.3146121,57.00717978,-5001.034197,446.7423591,-1.34954834,59.22337723,-1525.178611,466.4265105,-206.9650637,82.20235371,-3475.855586,645.8578986
01/09/2018,-208.3146121,57.00717978,-5018.393748,447.0453597,-1.34954834,59.22337723,-1525.291073,466.739728,-206.9650637,82.20235371,-3493.102674,646.2936851
01/10/2018,-208.3146121,57.00717978,-5035.753299,447.3481551,-1.34954834,59.22337723,-1525.403536,467.0527355,-206.9650637,82.20235371,-3510.349763,646.729178
01/11/2018,-208.3146121,57.00717978,-5053.11285,447.6507457,-1.34954834,59.22337723,-1525.515998,467.3655334,-206.9650637,82.20235371,-3527.596851,647.1643778
01/12/2018,-208.3146121,57.00717978,-5070.472401,447.9531318,-1.497539377,59.24624042,-1525.640793,467.6783634,-206.8170727,82.21882722,-3544.831608,647.5994595
01/01/2019,-347.4123239,56.71836861,-5099.423428,448.252261,-294.4056396,104.4977188,-1550.174596,468.6502243,-53.00668423,118.8980512,-3549.248831,648.5083825
01/02/2019,-347.4123239,56.71836861,-5128.374455,448.5511906,-294.4056396,104.4977188,-1574.7084,469.6200739,-53.00668423,118.8980512,-3553.666055,649.4160334
01/03/2019,-347.4123239,56.71836861,-5157.325482,448.8499211,-294.4056396,104.4977188,-1599.242203,470.5879248,-53.00668423,118.8980512,-3558.083279,650.3224175
01/04/2019,-347.4123239,56.71836861,-5186.276509,449.148453,-294.4056396,104.4977188,-1623.776006,471.5537892,-53.00668423,118.8980512,-3562.500502,651.2275401
01/05/2019,-347.4123239,56.71836861,-5215.227536,449.4467865,-294.4056396,104.4977188,-1648.30981,472.5176793,-53.00668423,118.8980512,-3566.917726,652.1314064
01/06/2019,-347.4123239,56.71836861,-5244.178563,449.7449222,-294.4056396,104.4977188,-1672.843613,473.4796072,-53.00668423,118.8980512,-3571.33495,653.0340217
01/07/2019,-347.4123239,56.71836861,-5273.12959,450.0428604,-294.4056396,104.4977188,-1697.377416,474.4395847,-53.00668423,118.8980512,-3575.752173,653.9353911
01/08/2019,-347.4123239,56.71836861,-5302.080617,450.3406014,-294.4056396,104.4977188,-1721.91122,475.3976237,-53.00668423,118.8980512,-3580.169397,654.8355198
01/09/2019,-347.4123239,56.71836861,-5331.031644,450.6381458,-294.4056396,104.4977188,-1746.445023,476.353736,-53.00668423,118.8980512,-3584.586621,655.7344129
01/10/2019,-347.4123239,56.71836861,-5359.982671,450.9354938,-294.4056396,104.4977188,-1770.978826,477.307933,-53.00668423,118.8980512,-3589.003844,656.6320754
01/11/2019,-347.4123239,56.71836861,-5388.933698,451.2326458,-294.4056396,104.4977188,-1795.512629,478.2602263,-53.00668423,118.8980512,-3593.421068,657.5285125
01/12/2019,-347.4123239,56.71836861,-5417.884725,451.5296023,-294.2992495,104.4852261,-1820.037567,479.2104002,-53.11307443,118.8870717,-3597.847158,658.4235638
01/01/2020,-276.8571194,54.25843082,-5440.956151,451.8011877,-83.87774658,79.77676392,-1827.027379,479.7634507,-192.9793728,96.4795801,-3613.928772,659.0123534
01/02/2020,-276.8571194,54.25843082,-5464.027578,452.07261,-83.87774658,79.77676392,-1834.017191,480.3158645,-192.9793728,96.4795801,-3630.010386,659.6006173
01/03/2020,-276.8571194,54.25843082,-5487.099004,452.3438694,-83.87774658,79.77676392,-1841.007004,480.8676437,-192.9793728,96.4795801,-3646.092001,660.1883571
01/04/2020,-276.8571194,54.25843082,-5510.170431,452.6149662,-83.87774658,79.77676392,-1847.996816,481.4187904,-192.9793728,96.4795801,-3662.173615,660.7755741
01/05/2020,-276.8571194,54.25843082,-5533.241858,452.8859007,-83.87774658,79.77676392,-1854.986628,481.9693069,-192.9793728,96.4795801,-3678.25523,661.3622697
01/06/2020,-276.8571194,54.25843082,-5556.313284,453.1566732,-83.87774658,79.77676392,-1861.97644,482.5191952,-192.9793728,96.4795801,-3694.336844,661.9484453
01/07/2020,-276.8571194,54.25843082,-5579.384711,453.4272841,-83.87774658,79.77676392,-1868.966252,483.0684577,-192.9793728,96.4795801,-3710.418458,662.5341023
01/08/2020,-276.8571194,54.25843082,-5602.456137,453.6977335,-83.87774658,79.77676392,-1875.956065,483.6170963,-192.9793728,96.4795801,-3726.500073,663.1192421
01/09/2020,-276.8571194,54.25843082,-5625.527564,453.9680218,-83.87774658,79.77676392,-1882.945877,484.1651132,-192.9793728,96.4795801,-3742.581687,663.703866
01/10/2020,-276.8571194,54.25843082,-5648.598991,454.2381493,-83.87774658,79.77676392,-1889.935689,484.7125105,-192.9793728,96.4795801,-3758.663302,664.2879753
01/11/2020,-276.8571194,54.25843082,-5671.670417,454.5081163,-83.87774658,79.77676392,-1896.925501,485.2592904,-192.9793728,96.4795801,-3774.744916,664.8715716
01/12/2020,-276.8571194,54.25843082,-5694.741844,454.777923,-83.88170194,79.7696164,-1903.915643,485.805357,-192.9754175,96.47367006,-3790.826201,665.4545846
01/01/2021,-177.1050791,51.87742526,-5709.500601,455.0244295,-91.69918823,65.64305878,-1911.557242,486.1747928,-85.40589084,83.6676665,-3797.943358,665.8927546
01/02/2021,-177.1050791,51.87742526,-5724.259357,455.2708027,-91.69918823,65.64305878,-1919.198841,486.5439481,-85.40589084,83.6676665,-3805.060516,666.3306366
01/03/2021,-177.1050791,51.87742526,-5739.018114,455.5170425,-91.69918823,65.64305878,-1926.84044,486.9128235,-85.40589084,83.6676665,-3812.177674,666.7682309
01/04/2021,-177.1050791,51.87742526,-5753.77687,455.7631494,-91.69918823,65.64305878,-1934.482039,487.2814197,-85.40589084,83.6676665,-3819.294831,667.2055383
01/05/2021,-177.1050791,51.87742526,-5768.535627,456.0091234,-91.69918823,65.64305878,-1942.123638,487.6497373,-85.40589084,83.6676665,-3826.411989,667.6425592
01/06/2021,-177.1050791,51.87742526,-5783.294384,456.2549648,-91.69918823,65.64305878,-1949.765237,488.0177769,-85.40589084,83.6676665,-3833.529146,668.0792943
01/07/2021,-177.1050791,51.87742526,-5798.05314,456.5006738,-91.69918823,65.64305878,-1957.406836,488.3855391,-85.40589084,83.6676665,-3840.646304,668.515744
01/08/2021,-177.1050791,51.87742526,-5812.811897,456.7462506,-91.69918823,65.64305878,-1965.048435,488.7530247,-85.40589084,83.6676665,-3847.763461,668.951909
01/09/2021,-177.1050791,51.87742526,-5827.570653,456.9916955,-91.69918823,65.64305878,-1972.690034,489.1202341,-85.40589084,83.6676665,-3854.880619,669.3877898
01/10/2021,-177.1050791,51.87742526,-5842.32941,457.2370086,-91.69918823,65.64305878,-1980.331633,489.487168,-85.40589084,83.6676665,-3861.997777,669.8233869
01/11/2021,-177.1050791,51.87742526,-5857.088166,457.4821901,-91.69918823,65.64305878,-1987.973232,489.8538271,-85.40589084,83.6676665,-3869.114934,670.258701
01/12/2021,-177.1050791,51.87742526,-5871.846923,457.7272403,-91.6403222,65.66027182,-1995.609926,490.2204041,-85.46475687,83.681172,-3876.236997,670.6938729
01/01/2022,-165.0593918,55.809358,-5885.601872,458.0106807,24.62200928,99.65660095,-1993.558092,491.0638089,-189.6814011,114.2196242,-3892.043781,671.5038705
01/02/2022,-165.0593918,55.809358,-5899.356822,458.2939457,24.62200928,99.65660095,-1991.506258,491.9057677,-189.6814011,114.2196242,-3907.850564,672.3128922
01/03/2022,-165.0593918,55.809358,-5913.111771,458.5770357,24.62200928,99.65660095,-1989.454424,492.7462878,-189.6814011,114.2196242,-3923.657347,673.1209415
01/04/2022,-165.9786275,55.43060717,-5926.943323,458.8561253,24.62200928,99.65660095,-1987.402589,493.5853767,-190.6006367,114.0350399,-3939.540734,673.9254171
01/05/2022,-165.9786275,55.43060717,-5940.774876,459.1350452,24.62200928,99.65660095,-1985.350755,494.4230415,-190.6006367,114.0350399,-3955.42412,674.7289335
01/06/2022,-165.9786275,55.43060717,-5954.606428,459.4137958,24.62200928,99.65660095,-1983.298921,495.2592895,-190.6006367,114.0350399,-3971.307507,675.5314941
01/07/2022,-165.9786275,55.43060717,-5968.43798,459.6923774,24.62200928,99.65660095,-1981.247087,496.0941278,-190.6006367,114.0350399,-3987.190893,676.3331025
01/08/2022,-165.9786275,55.43060717,-5982.269532,459.9707902,24.62200928,99.65660095,-1979.195253,496.9275637,-190.6006367,114.0350399,-4003.074279,677.1337618
01/09/2022,-165.9786275,55.43060717,-5996.101085,460.2490346,24.62200928,99.65660095,-1977.143419,497.759604,-190.6006367,114.0350399,-4018.957666,677.9334755
01/10/2022,-165.9786275,55.43060717,-6009.932637,460.5271109,24.62200928,99.65660095,-1975.091585,498.5902559,-190.6006367,114.0350399,-4034.841052,678.732247
01/11/2022,-165.9786275,55.43060717,-6023.764189,460.8050194,24.62200928,99.65660095,-1973.039751,499.4195262,-190.6006367,114.0350399,-4050.724439,679.5300796
01/12/2022,-165.9786275,55.43060717,-6037.595742,461.0827604,24.53174095,99.65472373,-1970.995439,500.2473907,-190.5103684,114.0333994,-4066.600303,680.3269536
01/01/2023,-176.8438351,73.84198176,-6052.332728,461.575236,-153.6252441,95.94976044,-1983.797543,501.0136208,-23.21859092,121.0743358,-4068.535185,681.2241531
01/02/2023,-176.8438351,73.84198176,-6067.069714,462.0671867,-153.6252441,95.94976044,-1996.599646,501.778681,-23.21859092,121.0743358,-4070.470068,682.1201725
01/03/2023,-176.8438351,73.84198176,-6081.8067,462.5586142,-153.6252441,95.94976044,-2009.40175,502.5425764,-23.21859092,121.0743358,-4072.40495,683.0150164
01/04/2023,-176.8438351,73.84198176,-6096.543687,463.0495201,-153.6252441,95.94976044,-2022.203854,503.3053124,-23.21859092,121.0743358,-4074.339833,683.9086895
01/05/2023,-176.8438351,73.84198176,-6111.280673,463.5399062,-153.6252441,95.94976044,-2035.005957,504.0668942,-23.21859092,121.0743358,-4076.274716,684.8011963
01/06/2023,-176.8438351,73.84198176,-6126.017659,464.029774,-153.6252441,95.94976044,-2047.808061,504.8273272,-23.21859092,121.0743358,-4078.209598,685.6925415
01/07/2023,-176.8438351,73.84198176,-6140.754645,464.5191252,-153.6252441,95.94976044,-2060.610165,505.5866164,-23.21859092,121.0743358,-4080.144481,686.5827295
01/08/2023,-176.8438351,73.84198176,-6155.491632,465.0079615,-153.6252441,95.94976044,-2073.412268,506.344767,-23.21859092,121.0743358,-4082.079363,687.4717648
01/09/2023,-176.8438351,73.84198176,-6170.228618,465.4962844,-153.6252441,95.94976044,-2086.214372,507.1017842,-23.21859092,121.0743358,-4084.014246,688.3596518
01/10/2023,-176.8438351,73.84198176,-6184.965604,465.9840956,-153.6252441,95.94976044,-2099.016476,507.8576729,-23.21859092,121.0743358,-4085.949128,689.2463951
01/11/2023,-176.8438351,73.84198176,-6199.70259,466.4713966,-153.6252441,95.94976044,-2111.818579,508.6124382,-23.21859092,121.0743358,-4087.884011,690.1319991
01/12/2023,-176.8438351,73.84198176,-6214.439577,466.9581891,-153.6252441,95.94976044,-2124.620683,509.3660852,-23.21859092,121.0743358,-4089.818894,691.016468
